booking_id,booking_date,booking_time,day_of_week,branch,branch_city,service_name,service_category,technician,customer_name,vehicle_make,vehicle_model,vehicle_year,payment_method,status,price_pkr,duration_min,wait_time_min,customer_rating,revenue_pkr
JOB-102064,2026-04-30,09:45,Thursday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Sana Rafiq,Sara Jameel,Suzuki,WagonR,2016,Card,Completed,1460.0,26,13,4.5,1460.0
JOB-102101,2026-04-30,13:45,Thursday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Aliya Baig,Hassan Yousaf,Toyota,Fortuner,2020,Card,Completed,4280.0,45,21,4.0,4280.0
JOB-103548,2026-04-30,10:30,Thursday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Usman Sheikh,Toyota,Corolla,2024,Mobile Wallet,Completed,3550.0,79,7,4.5,3550.0
JOB-103093,2026-04-30,14:00,Thursday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Faisal Mehmood,Ayesha Farooq,Kia,Sportage,2018,Card,Completed,1490.0,35,12,3.5,1490.0
JOB-101802,2026-04-30,10:00,Thursday,AutoHub Downtown,Rawalpindi,Transmission Fluid Service,Maintenance,Imran Qureshi,Iqra Tariq,MG,HS,2021,Card,Completed,7270.0,83,12,4.5,7270.0
JOB-104208,2026-04-30,14:45,Thursday,AutoHub Downtown,Rawalpindi,Suspension Repair,Safety,Aliya Baig,Adeel Tariq,MG,HS,2019,Cash,Completed,9830.0,128,4,4.5,9830.0
JOB-100549,2026-04-30,10:45,Thursday,AutoHub Downtown,Rawalpindi,Transmission Fluid Service,Maintenance,Imran Qureshi,Kashif Tariq,Toyota,Corolla,2017,Card,Completed,7270.0,78,10,4.0,7270.0
JOB-100499,2026-04-30,16:30,Thursday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Nadeem Shah,Zainab Riaz,Toyota,Yaris,2022,Bank Transfer,Completed,1530.0,32,16,4.0,1530.0
JOB-103946,2026-04-30,14:15,Thursday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Hina Sultana,Hamza Noor,Honda,City,2015,Card,Completed,2970.0,55,16,5.0,2970.0
JOB-103333,2026-05-01,12:15,Friday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Faisal Mehmood,Ali Jameel,MG,HS,2023,Card,Completed,1420.0,31,9,4.5,1420.0
JOB-100984,2026-05-01,08:15,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Nadeem Shah,Ali Malik,Honda,City,2019,Card,Completed,4410.0,40,6,4.5,4410.0
JOB-102695,2026-05-01,14:00,Friday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Aliya Baig,Komal Malik,Suzuki,WagonR,2023,Card,Completed,9210.0,96,2,5.0,9210.0
JOB-105335,2026-05-01,10:45,Friday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Danish Iqbal,Mahnoor Jameel,Suzuki,Cultus,2016,Card,Completed,2960.0,55,4,4.5,2960.0
JOB-100889,2026-05-01,07:15,Friday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Aliya Baig,Ayesha Rafiq,MG,HS,2015,Cash,Completed,3160.0,62,2,4.5,3160.0
JOB-104516,2026-05-01,10:30,Friday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Nadeem Shah,Usman Khalid,MG,HS,2018,Card,Completed,8240.0,105,4,4.0,8240.0
JOB-102688,2026-05-01,20:15,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Imran Qureshi,Adeel Khalid,Kia,Sportage,2024,Bank Transfer,Completed,4110.0,49,9,4.0,4110.0
JOB-105092,2026-05-01,19:30,Friday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Rabia Yousaf,Sara Riaz,Toyota,Fortuner,2023,Mobile Wallet,Completed,3920.0,46,5,4.5,3920.0
JOB-101638,2026-05-01,11:45,Friday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Hina Sultana,Adeel Rafiq,Suzuki,Cultus,2018,Card,Completed,3010.0,63,14,4.5,3010.0
JOB-105366,2026-05-01,09:15,Friday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Nadeem Shah,Farhan Baig,Honda,City,2021,Mobile Wallet,Completed,3140.0,63,13,4.5,3140.0
JOB-106258,2026-05-01,17:45,Friday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Imran Qureshi,Amina Malik,Hyundai,Tucson,2024,Mobile Wallet,Cancelled,3080.0,66,13,,0.0
JOB-100004,2026-05-01,12:15,Friday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Aliya Baig,Ahmed Yousaf,Hyundai,Tucson,2016,Bank Transfer,Completed,2930.0,66,14,3.5,2930.0
JOB-106032,2026-05-01,14:45,Friday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Danish Iqbal,Warda Rafiq,Suzuki,Alto,2020,Cash,Completed,3620.0,78,3,4.5,3620.0
JOB-103578,2026-05-01,16:00,Friday,AutoHub Northgate,Islamabad,Brake Service,Safety,Hina Sultana,Iqra Rafiq,Toyota,Yaris,2021,Card,Completed,9030.0,87,7,4.5,9030.0
JOB-102532,2026-05-01,14:45,Friday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Kamran Yousuf,Amina Riaz,Honda,Civic,2015,Cash,Completed,770.0,22,8,4.5,770.0
JOB-103035,2026-05-01,15:00,Friday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Mehwish Khan,Rimsha Malik,Toyota,Fortuner,2016,Card,Completed,3000.0,65,20,4.5,3000.0
JOB-100020,2026-05-01,17:00,Friday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Mehwish Khan,Amina Sheikh,Kia,Sportage,2022,Cash,Completed,3720.0,85,21,4.5,3720.0
JOB-104105,2026-05-01,09:00,Friday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Rabia Yousaf,Umar Yousaf,Suzuki,Cultus,2021,Bank Transfer,Completed,1480.0,26,3,4.0,1480.0
JOB-101037,2026-05-01,11:30,Friday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Tariq Jameel,Junaid Raza,Toyota,Corolla,2015,Mobile Wallet,Completed,2920.0,58,9,5.0,2920.0
JOB-100581,2026-05-01,11:15,Friday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Danish Iqbal,Hamza Riaz,Honda,City,2014,Cash,Completed,2950.0,63,8,4.5,2950.0
JOB-100770,2026-05-01,09:15,Friday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Tariq Jameel,Fatima Tariq,MG,HS,2017,Cash,Completed,3390.0,87,20,4.5,3390.0
JOB-106429,2026-05-01,12:30,Friday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Aliya Baig,Hamza Rafiq,Honda,Civic,2023,Bank Transfer,Completed,860.0,20,8,5.0,860.0
JOB-100349,2026-05-01,10:00,Friday,AutoHub Downtown,Rawalpindi,Suspension Repair,Safety,Waqas Ali,Rimsha Khalid,MG,HS,2014,Card,Completed,9020.0,124,12,4.5,9020.0
JOB-102946,2026-05-01,14:45,Friday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Mehwish Khan,Mahnoor Noor,Honda,City,2017,Card,Completed,4240.0,43,5,4.5,4240.0
JOB-106246,2026-05-01,09:45,Friday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Nadeem Shah,Hassan Iqbal,Kia,Sportage,2017,Cash,Completed,1450.0,26,7,4.5,1450.0
JOB-100345,2026-05-01,09:15,Friday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Faisal Mehmood,Ahmed Jameel,Suzuki,Alto,2022,Cash,Completed,3190.0,63,2,4.5,3190.0
JOB-104224,2026-05-01,11:00,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Aliya Baig,Nida Noor,Hyundai,Tucson,2023,Cash,Completed,4050.0,39,4,4.5,4050.0
JOB-104510,2026-05-01,09:00,Friday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Kamran Yousuf,Nida Tariq,Kia,Sportage,2016,Card,Completed,4360.0,42,11,4.0,4360.0
JOB-102951,2026-05-01,14:30,Friday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Hina Sultana,Umar Shah,Suzuki,Cultus,2017,Card,Completed,6240.0,135,0,4.5,6240.0
JOB-105100,2026-05-01,13:45,Friday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Aliya Baig,Sadia Rafiq,Suzuki,Cultus,2024,Card,Completed,1440.0,32,4,4.5,1440.0
JOB-102776,2026-05-01,09:00,Friday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Kamran Yousuf,Warda Ahmed,Toyota,Yaris,2020,Mobile Wallet,Completed,3190.0,52,15,5.0,3190.0
JOB-104871,2026-05-02,13:30,Saturday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Faisal Mehmood,Komal Yousaf,Toyota,Corolla,2020,Cash,Completed,810.0,18,14,3.5,810.0
JOB-102892,2026-05-02,14:30,Saturday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Danish Iqbal,Sadia Baig,Hyundai,Elantra,2019,Mobile Wallet,Completed,1390.0,36,16,4.5,1390.0
JOB-103475,2026-05-02,14:00,Saturday,AutoHub Industrial,Faisalabad,Transmission Fluid Service,Maintenance,Mehwish Khan,Ayesha Yousaf,Toyota,Yaris,2022,Card,Completed,7620.0,81,0,4.5,7620.0
JOB-105211,2026-05-02,20:00,Saturday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Nadeem Shah,Warda Riaz,Honda,Civic,2023,Bank Transfer,Completed,3920.0,53,8,4.0,3920.0
JOB-103049,2026-05-02,17:30,Saturday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Waqas Ali,Fatima Qureshi,Toyota,Corolla,2019,Mobile Wallet,No-show,4030.0,52,16,,0.0
JOB-106487,2026-05-02,10:15,Saturday,AutoHub Riverside,Lahore,Suspension Repair,Safety,Rabia Yousaf,Farhan Malik,Toyota,Corolla,2015,Cash,Completed,9370.0,128,8,5.0,9370.0
JOB-100131,2026-05-02,18:00,Saturday,AutoHub Industrial,Faisalabad,Wheel Alignment & Balancing,Maintenance,Mehwish Khan,Rimsha Riaz,Suzuki,Alto,2014,Card,Completed,3430.0,86,15,4.5,3430.0
JOB-104128,2026-05-02,15:15,Saturday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Mehwish Khan,Iqra Riaz,Hyundai,Elantra,2017,Card,Completed,4120.0,39,6,5.0,4120.0
JOB-104234,2026-05-02,10:15,Saturday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Imran Qureshi,Zainab Yousaf,Honda,Civic,2015,Cash,Completed,4410.0,50,22,4.0,4410.0
JOB-104162,2026-05-02,12:45,Saturday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Nadeem Shah,Ahmed Farooq,Hyundai,Tucson,2020,Card,Completed,2790.0,63,11,4.5,2790.0
JOB-103662,2026-05-02,17:30,Saturday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Usman Riaz,Suzuki,Alto,2020,Bank Transfer,Completed,3280.0,80,18,3.5,3280.0
JOB-100601,2026-05-02,13:45,Saturday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Nadeem Shah,Junaid Rafiq,Suzuki,Alto,2023,Cash,Completed,5540.0,110,4,4.0,5540.0
JOB-102263,2026-05-02,11:15,Saturday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Waqas Ali,Usman Raza,Honda,City,2024,Bank Transfer,Completed,3940.0,40,10,4.5,3940.0
JOB-103316,2026-05-02,14:30,Saturday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Tariq Jameel,Ayesha Shah,Toyota,Yaris,2021,Cash,No-show,6330.0,103,0,,0.0
JOB-101553,2026-05-02,13:15,Saturday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Nadeem Shah,Sara Ahmed,Hyundai,Elantra,2017,Mobile Wallet,Completed,1450.0,35,22,3.5,1450.0
JOB-100459,2026-05-02,15:45,Saturday,AutoHub Industrial,Faisalabad,Wheel Alignment & Balancing,Maintenance,Faisal Mehmood,Usman Iqbal,MG,HS,2014,Cash,Completed,3370.0,86,9,4.5,3370.0
JOB-103649,2026-05-02,10:15,Saturday,AutoHub Industrial,Faisalabad,Brake Service,Safety,Kamran Yousuf,Shahid Yousaf,MG,HS,2021,Mobile Wallet,Completed,8240.0,100,8,3.0,8240.0
JOB-103676,2026-05-03,15:30,Sunday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Nadeem Shah,Umar Iqbal,Toyota,Corolla,2021,Cash,Completed,4260.0,39,21,3.5,4260.0
JOB-103688,2026-05-03,16:15,Sunday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Rabia Yousaf,Shahid Yousaf,Hyundai,Elantra,2024,Card,Completed,1460.0,29,11,3.5,1460.0
JOB-103945,2026-05-03,11:45,Sunday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Hina Sultana,Warda Ahmed,Suzuki,WagonR,2016,Card,Cancelled,9080.0,87,14,,0.0
JOB-100251,2026-05-03,14:45,Sunday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Sana Rafiq,Rimsha Ahmed,Suzuki,Alto,2022,Mobile Wallet,Completed,3870.0,43,12,4.0,3870.0
JOB-104094,2026-05-03,07:15,Sunday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Nadeem Shah,Bilal Malik,Suzuki,Alto,2022,Card,Completed,3060.0,62,9,5.0,3060.0
JOB-102459,2026-05-03,13:30,Sunday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Kamran Yousuf,Fatima Baig,Suzuki,Cultus,2023,Card,Completed,1580.0,34,32,3.5,1580.0
JOB-105574,2026-05-03,13:00,Sunday,AutoHub Riverside,Lahore,Detailing & Paint Protection,Comfort,Danish Iqbal,Rimsha Malik,MG,HS,2019,Cash,Completed,11600.0,190,12,4.5,11600.0
JOB-101072,2026-05-03,09:00,Sunday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Tariq Jameel,Mahnoor Shah,Toyota,Yaris,2019,Mobile Wallet,Cancelled,7750.0,87,12,,0.0
JOB-102703,2026-05-03,10:15,Sunday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Tariq Jameel,Junaid Sheikh,Toyota,Fortuner,2015,Cash,Completed,4220.0,45,2,4.5,4220.0
JOB-102498,2026-05-03,14:15,Sunday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Hina Sultana,Hamza Tariq,Kia,Sportage,2019,Cash,Completed,3270.0,77,13,4.0,3270.0
JOB-101204,2026-05-03,09:30,Sunday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Sana Rafiq,Adeel Qureshi,Suzuki,WagonR,2024,Card,Completed,3520.0,71,6,4.5,3520.0
JOB-100810,2026-05-03,14:15,Sunday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Aliya Baig,Amina Shah,Toyota,Fortuner,2021,Cash,Completed,3920.0,52,8,4.5,3920.0
JOB-104098,2026-05-03,14:00,Sunday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Kamran Yousuf,Ayesha Sheikh,Kia,Sportage,2015,Card,Completed,4140.0,50,4,4.0,4140.0
JOB-105147,2026-05-03,16:15,Sunday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Danish Iqbal,Hamza Sheikh,Toyota,Fortuner,2015,Cash,Completed,4230.0,46,11,4.0,4230.0
JOB-102862,2026-05-04,15:15,Monday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Hina Sultana,Junaid Qureshi,Toyota,Fortuner,2024,Card,Completed,1420.0,26,4,4.0,1420.0
JOB-106207,2026-05-04,07:45,Monday,AutoHub Industrial,Faisalabad,Brake Service,Safety,Danish Iqbal,Mahnoor Baig,Honda,Civic,2024,Card,Completed,8380.0,88,15,4.0,8380.0
JOB-103096,2026-05-04,12:15,Monday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Rabia Yousaf,Hassan Riaz,Hyundai,Elantra,2021,Mobile Wallet,Completed,4380.0,41,5,4.5,4380.0
JOB-100064,2026-05-04,11:45,Monday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Mehwish Khan,Hamza Sheikh,Hyundai,Tucson,2019,Cash,Completed,2770.0,58,10,4.5,2770.0
JOB-102576,2026-05-04,12:15,Monday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Faisal Mehmood,Kashif Qureshi,Hyundai,Tucson,2015,Card,Completed,4060.0,43,13,4.5,4060.0
JOB-103501,2026-05-04,17:00,Monday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Rabia Yousaf,Kashif Malik,Suzuki,WagonR,2023,Cash,Completed,4060.0,53,24,3.5,4060.0
JOB-102043,2026-05-04,10:30,Monday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Aliya Baig,Junaid Yousaf,Honda,Civic,2023,Cash,Completed,810.0,18,15,3.5,810.0
JOB-100323,2026-05-04,11:45,Monday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Rabia Yousaf,Mahnoor Malik,Hyundai,Tucson,2014,Cash,Completed,800.0,23,20,4.5,800.0
JOB-106099,2026-05-04,10:00,Monday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Imran Qureshi,Hamza Qureshi,Suzuki,Alto,2018,Mobile Wallet,Completed,3910.0,47,3,4.5,3910.0
JOB-101023,2026-05-04,13:00,Monday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Imran Qureshi,Nida Iqbal,Suzuki,WagonR,2021,Card,Completed,1540.0,34,9,4.0,1540.0
JOB-100336,2026-05-04,12:00,Monday,AutoHub Northgate,Islamabad,Brake Service,Safety,Waqas Ali,Farhan Noor,Hyundai,Tucson,2018,Card,Completed,8770.0,99,18,4.5,8770.0
JOB-101315,2026-05-04,09:15,Monday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Danish Iqbal,Warda Yousaf,Toyota,Yaris,2023,Cash,Completed,4360.0,45,17,4.5,4360.0
JOB-100149,2026-05-04,17:30,Monday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Rabia Yousaf,Ayesha Ahmed,Suzuki,Alto,2016,Cash,Completed,3760.0,86,10,4.0,3760.0
JOB-102441,2026-05-04,13:30,Monday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Nadeem Shah,Mahnoor Rafiq,Kia,Sportage,2024,Card,Completed,3540.0,75,26,3.0,3540.0
JOB-104681,2026-05-04,08:30,Monday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Faisal Mehmood,Rimsha Noor,Hyundai,Tucson,2023,Mobile Wallet,Completed,1510.0,26,16,4.5,1510.0
JOB-102159,2026-05-05,13:45,Tuesday,AutoHub Downtown,Rawalpindi,Detailing & Paint Protection,Comfort,Nadeem Shah,Umar Baig,Hyundai,Elantra,2017,Mobile Wallet,Completed,12820.0,203,7,4.5,12820.0
JOB-100129,2026-05-05,14:15,Tuesday,AutoHub Riverside,Lahore,Detailing & Paint Protection,Comfort,Mehwish Khan,Adeel Riaz,Toyota,Fortuner,2018,Mobile Wallet,No-show,11060.0,207,18,,0.0
JOB-100082,2026-05-05,07:00,Tuesday,AutoHub Riverside,Lahore,Brake Service,Safety,Aliya Baig,Ayesha Iqbal,Honda,City,2023,Cash,Completed,8600.0,95,24,3.5,8600.0
JOB-103521,2026-05-05,11:30,Tuesday,AutoHub Industrial,Faisalabad,Wheel Alignment & Balancing,Maintenance,Sana Rafiq,Nida Khalid,Suzuki,Alto,2022,Card,Completed,3660.0,79,6,4.5,3660.0
JOB-103350,2026-05-05,11:15,Tuesday,AutoHub Riverside,Lahore,Full Inspection (Pre-Purchase),Diagnostics,Rabia Yousaf,Sara Jameel,Suzuki,Alto,2016,Card,Completed,5630.0,129,23,3.5,5630.0
JOB-102618,2026-05-05,14:15,Tuesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Faisal Mehmood,Usman Malik,Toyota,Corolla,2016,Mobile Wallet,Completed,3660.0,70,19,4.5,3660.0
JOB-105884,2026-05-05,11:45,Tuesday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Tariq Jameel,Kashif Iqbal,Toyota,Corolla,2014,Mobile Wallet,Completed,4290.0,44,16,3.0,4290.0
JOB-101133,2026-05-05,19:00,Tuesday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Mehwish Khan,Adeel Shah,Toyota,Yaris,2014,Card,Completed,4170.0,38,2,5.0,4170.0
JOB-103053,2026-05-05,15:45,Tuesday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Aliya Baig,Ali Khalid,Honda,Civic,2016,Card,Cancelled,1440.0,29,18,,0.0
JOB-104253,2026-05-05,17:30,Tuesday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Faisal Mehmood,Junaid Khalid,MG,HS,2023,Card,Completed,820.0,24,18,4.5,820.0
JOB-104736,2026-05-05,20:00,Tuesday,AutoHub Downtown,Rawalpindi,Transmission Fluid Service,Maintenance,Mehwish Khan,Zainab Shah,Hyundai,Elantra,2020,Bank Transfer,No-show,6820.0,83,10,,0.0
JOB-105214,2026-05-05,13:15,Tuesday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Danish Iqbal,Ayesha Sheikh,Kia,Sportage,2020,Card,Completed,3950.0,44,8,4.0,3950.0
JOB-105126,2026-05-05,19:30,Tuesday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Aliya Baig,Amina Shah,MG,HS,2015,Cash,Completed,4490.0,46,15,4.5,4490.0
JOB-101234,2026-05-06,07:45,Wednesday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Imran Qureshi,Adeel Shah,Honda,Civic,2024,Card,Completed,4340.0,52,4,5.0,4340.0
JOB-105987,2026-05-06,13:30,Wednesday,AutoHub Northgate,Islamabad,Brake Service,Safety,Sana Rafiq,Rimsha Yousaf,Suzuki,WagonR,2024,Card,No-show,8690.0,81,18,,0.0
JOB-105538,2026-05-06,18:00,Wednesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Sadia Khalid,Honda,Civic,2022,Cash,Completed,3660.0,72,24,3.5,3660.0
JOB-103868,2026-05-06,11:45,Wednesday,AutoHub Industrial,Faisalabad,Diagnostic Scan,Diagnostics,Aliya Baig,Fatima Ahmed,MG,HS,2021,Mobile Wallet,Cancelled,1540.0,34,8,,0.0
JOB-106411,2026-05-06,12:30,Wednesday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Aliya Baig,Amina Tariq,MG,HS,2021,Card,Completed,750.0,22,20,4.0,750.0
JOB-102795,2026-05-06,10:30,Wednesday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Kamran Yousuf,Adeel Rafiq,Suzuki,WagonR,2014,Bank Transfer,Completed,9610.0,97,9,4.0,9610.0
JOB-105860,2026-05-06,14:30,Wednesday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Faisal Mehmood,Nida Baig,Toyota,Fortuner,2019,Mobile Wallet,No-show,3270.0,71,7,,0.0
JOB-104289,2026-05-06,15:45,Wednesday,AutoHub Industrial,Faisalabad,Suspension Repair,Safety,Aliya Baig,Zainab Riaz,Suzuki,Cultus,2016,Cash,Completed,9420.0,105,15,5.0,9420.0
JOB-101503,2026-05-06,07:45,Wednesday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Sana Rafiq,Zainab Raza,Toyota,Corolla,2019,Card,Completed,3190.0,65,8,5.0,3190.0
JOB-101713,2026-05-06,12:00,Wednesday,AutoHub Industrial,Faisalabad,Diagnostic Scan,Diagnostics,Waqas Ali,Komal Sheikh,Suzuki,Alto,2020,Cash,Completed,1450.0,30,5,4.5,1450.0
JOB-105927,2026-05-06,15:45,Wednesday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Hina Sultana,Mahnoor Tariq,Suzuki,Alto,2014,Card,Completed,4480.0,48,7,5.0,4480.0
JOB-100118,2026-05-06,13:30,Wednesday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Imran Qureshi,Ayesha Riaz,Hyundai,Elantra,2020,Card,Completed,1430.0,33,17,4.5,1430.0
JOB-100598,2026-05-06,11:30,Wednesday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Kamran Yousuf,Bilal Malik,Hyundai,Tucson,2018,Mobile Wallet,Completed,1480.0,35,10,4.5,1480.0
JOB-102755,2026-05-06,13:15,Wednesday,AutoHub Industrial,Faisalabad,Brake Service,Safety,Aliya Baig,Zainab Rafiq,Honda,Civic,2017,Bank Transfer,Completed,8360.0,108,11,4.5,8360.0
JOB-103238,2026-05-06,11:00,Wednesday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Rabia Yousaf,Adeel Riaz,Honda,Civic,2018,Mobile Wallet,Cancelled,770.0,19,14,,0.0
JOB-103376,2026-05-06,15:30,Wednesday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Kamran Yousuf,Hamza Shah,Toyota,Fortuner,2020,Mobile Wallet,Completed,1570.0,34,5,5.0,1570.0
JOB-102608,2026-05-07,14:30,Thursday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Kamran Yousuf,Iqra Rafiq,Toyota,Corolla,2020,Card,Completed,810.0,22,9,4.5,810.0
JOB-101020,2026-05-07,12:30,Thursday,AutoHub Riverside,Lahore,Suspension Repair,Safety,Nadeem Shah,Nida Ahmed,Suzuki,WagonR,2023,Card,Completed,9190.0,115,23,3.5,9190.0
JOB-101607,2026-05-07,17:30,Thursday,AutoHub Downtown,Rawalpindi,Detailing & Paint Protection,Comfort,Mehwish Khan,Ahmed Malik,Suzuki,Alto,2017,Mobile Wallet,Completed,11400.0,154,8,4.0,11400.0
JOB-101089,2026-05-07,15:00,Thursday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Hina Sultana,Ali Iqbal,Hyundai,Tucson,2020,Card,Completed,1510.0,30,20,5.0,1510.0
JOB-102360,2026-05-07,11:00,Thursday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Sana Rafiq,Rimsha Raza,Hyundai,Elantra,2019,Bank Transfer,Completed,3960.0,43,19,3.0,3960.0
JOB-101397,2026-05-07,09:15,Thursday,AutoHub Industrial,Faisalabad,Detailing & Paint Protection,Comfort,Rabia Yousaf,Hamza Ahmed,Kia,Sportage,2021,Cash,Completed,11190.0,159,4,5.0,11190.0
JOB-104368,2026-05-07,14:30,Thursday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Sana Rafiq,Adeel Ahmed,Hyundai,Elantra,2022,Cash,Completed,830.0,24,10,3.5,830.0
JOB-100516,2026-05-07,09:00,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Waqas Ali,Farhan Malik,Hyundai,Elantra,2024,Card,Completed,3640.0,69,1,5.0,3640.0
